"EEA_Region";"EEA_SubRegion";"CNTR_ID";"SpatialAssessmentUnit";"SAU_Name";"Location";"Group";"SpeciesGroup";"Species";"SppID";"Indicator";"Category";"Source";"Threshold";"Status";"Bad";"Reference";"EQR"
"NE Atlantic";"Iceland Sea";;"100kmE24N47";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"SSB - Mackerel (Scomber scombrus)";"Fish";"ICES";2570000;3443926;0;8383104;0.660134895229812
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.12.a.4";"27.12.a.4";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"F - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";0.32;0.402;0.7;0;0.470526315789474
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.12.a.4";"27.12.a.4";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"F - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";1;1.103;4.23;0;0.580866873065015
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.12.a.4";"27.12.a.4";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"SSB - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";2250000;5906696;0;9666741;0.797213088605898
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.12.a.4";"27.12.a.4";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"SSB - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";0.5;0.7283;0;2.11;0.65672049689441
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"F - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";0.32;0.402;0.7;0;0.470526315789474
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"F - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";1;1.103;4.23;0;0.580866873065015
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"F - Mackerel (Scomber scombrus)";"Fish";"ICES";0.21;0.322;0.52;0;0.383225806451613
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"SSB - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";2250000;5906696;0;9666741;0.797213088605898
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"SSB - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";0.5;0.7283;0;2.11;0.65672049689441
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"SSB - Mackerel (Scomber scombrus)";"Fish";"ICES";2570000;3443926;0;8383104;0.660134895229812
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.5.a.1";"27.5.a.1";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"F - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";0.32;0.402;0.7;0;0.470526315789474
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.5.a.1";"27.5.a.1";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"F - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";1;1.103;4.23;0;0.580866873065015
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.5.a.1";"27.5.a.1";"Fish";"Commercial Fish";"Herring (Clupea Harengus)";5;"F - Herring (Clupea harengus)";"Fish";"ICES";0.15;0.073;0.29;0;0.805333333333333
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.5.a.1";"27.5.a.1";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"F - Mackerel (Scomber scombrus)";"Fish";"ICES";0.21;0.322;0.52;0;0.383225806451613
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.5.a.1";"27.5.a.1";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"SSB - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";2250000;5906696;0;9666741;0.797213088605898
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.5.a.1";"27.5.a.1";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"SSB - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";0.5;0.7283;0;2.11;0.65672049689441
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.5.a.1";"27.5.a.1";"Fish";"Commercial Fish";"Herring (Clupea Harengus)";5;"SSB - Herring (Clupea harengus)";"Fish";"ICES";5e+06;4131000;0;7690000;0.49572
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"27.5.a.1";"27.5.a.1";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"SSB - Mackerel (Scomber scombrus)";"Fish";"ICES";2570000;3443926;0;8383104;0.660134895229812
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"All, Both";"";;"Abundance All, Both";"Birds";"OSPAR";0.75;0.48;0;1;0.384
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Grazing Feeders, Non-Breeding";"";;"Abundance grazing feeders, Non-breeding";"Birds";"OSPAR";0.75;0.5;0;1;0.4
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Breeding";"";;"Abundance surface feeders, Breeding";"Birds";"OSPAR";0.75;0.4;0;1;0.32
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Total, Breeding";"";;"Abundance total, Breeding";"Birds";"OSPAR";0.75;0.5;0;1;0.4
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Total, Non-Breeding";"";;"Abundance total, Non-breeding";"Birds";"OSPAR";0.75;0.47;0;1;0.376
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Water Column Feeders, Non-Breeding";"";;"Abundance water column feeders, Non-breeding";"Birds";"OSPAR";0.75;0.14;0;1;0.112
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Benthic Feeders, Non-Breeding";"";;"Bird Abundance benthic feeders, Non-breeding";"Birds";"OSPAR";0.75;0.6;0;1;0.48
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Non-Breeding";"";;"Bird Abundance surface feeders, Non-breeding";"Birds";"OSPAR";0.75;0.6;0;1;0.48
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Water Column Feeders, Breeding";"";;"Bird Abundance water column feeders, Breeding";"Birds";"OSPAR";0.75;0.57;0;1;0.456
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Black Guillemot";92;"Bird Breeding Success: Black Guillemot";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Breeding";"Black-Legged Kittiwake";110;"Bird Breeding Success: Black-legged kittiwake";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Brunnichs Guillemot";95;"Bird Breeding Success: Brunnichs guillemot";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Common Guillemot";94;"Bird Breeding Success: Common Guillemot";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"European Shag";140;"Bird Breeding Success: European shag";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Breeding";"Glaucous Gull";359;"Bird Breeding Success: Glaucous Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Breeding";"Great Black-Backed Gull";107;"Bird Breeding Success: Great Black-backed Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Great Cormorant";418;"Bird Breeding Success: Great Cormorant";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Breeding";"Great Skua";423;"Bird Breeding Success: Great Skua";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Breeding";"Herring Gull";102;"Bird Breeding Success: Herring Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Breeding";"Lesser Black-Backed Gull";106;"Bird Breeding Success: Lesser black-backed Gull";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Little Auk";91;"Bird Breeding Success: Little Auk";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Surface Feeders, Breeding";"Northern Fulmar";144;"Bird Breeding Success: Northern Fulmar";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Northern Gannet";141;"Bird Breeding Success: Northern gannet";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Puffin";93;"Bird Breeding Success: Puffin";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N48";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Razorbill";90;"Bird Breeding Success: Razorbill";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"F - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";0.32;0.402;0.7;0;0.470526315789474
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"F - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";1;1.103;4.23;0;0.580866873065015
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"F - Mackerel (Scomber scombrus)";"Fish";"ICES";0.21;0.322;0.52;0;0.383225806451613
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"SSB - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";2250000;5906696;0;9666741;0.797213088605898
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"SSB - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";0.5;0.7283;0;2.11;0.65672049689441
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"SSB - Mackerel (Scomber scombrus)";"Fish";"ICES";2570000;3443926;0;8383104;0.660134895229812
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"All, Both";"";;"Abundance All, Both";"Birds";"OSPAR";0.75;0.48;0;1;0.384
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Grazing Feeders, Non-Breeding";"";;"Abundance grazing feeders, Non-breeding";"Birds";"OSPAR";0.75;0.5;0;1;0.4
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Breeding";"";;"Abundance surface feeders, Breeding";"Birds";"OSPAR";0.75;0.4;0;1;0.32
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Total, Breeding";"";;"Abundance total, Breeding";"Birds";"OSPAR";0.75;0.5;0;1;0.4
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Total, Non-Breeding";"";;"Abundance total, Non-breeding";"Birds";"OSPAR";0.75;0.47;0;1;0.376
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Water Column Feeders, Non-Breeding";"";;"Abundance water column feeders, Non-breeding";"Birds";"OSPAR";0.75;0.14;0;1;0.112
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Benthic Feeders, Non-Breeding";"";;"Bird Abundance benthic feeders, Non-breeding";"Birds";"OSPAR";0.75;0.6;0;1;0.48
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Non-Breeding";"";;"Bird Abundance surface feeders, Non-breeding";"Birds";"OSPAR";0.75;0.6;0;1;0.48
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Water Column Feeders, Breeding";"";;"Bird Abundance water column feeders, Breeding";"Birds";"OSPAR";0.75;0.57;0;1;0.456
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Black Guillemot";92;"Bird Breeding Success: Black Guillemot";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Breeding";"Black-Legged Kittiwake";110;"Bird Breeding Success: Black-legged kittiwake";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Brunnichs Guillemot";95;"Bird Breeding Success: Brunnichs guillemot";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Common Guillemot";94;"Bird Breeding Success: Common Guillemot";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"European Shag";140;"Bird Breeding Success: European shag";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Breeding";"Glaucous Gull";359;"Bird Breeding Success: Glaucous Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Breeding";"Great Black-Backed Gull";107;"Bird Breeding Success: Great Black-backed Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Great Cormorant";418;"Bird Breeding Success: Great Cormorant";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Breeding";"Great Skua";423;"Bird Breeding Success: Great Skua";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Breeding";"Herring Gull";102;"Bird Breeding Success: Herring Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Breeding";"Lesser Black-Backed Gull";106;"Bird Breeding Success: Lesser black-backed Gull";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Little Auk";91;"Bird Breeding Success: Little Auk";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Surface Feeders, Breeding";"Northern Fulmar";144;"Bird Breeding Success: Northern Fulmar";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Northern Gannet";141;"Bird Breeding Success: Northern gannet";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Puffin";93;"Bird Breeding Success: Puffin";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N49";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Razorbill";90;"Bird Breeding Success: Razorbill";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"F - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";0.32;0.402;0.7;0;0.470526315789474
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"F - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";1;1.103;4.23;0;0.580866873065015
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"F - Mackerel (Scomber scombrus)";"Fish";"ICES";0.21;0.322;0.52;0;0.383225806451613
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Blue Whiting (Micromesistius Poutassou)";14;"SSB - Blue whiting (Micromesistius poutassou)";"Fish";"ICES";2250000;5906696;0;9666741;0.797213088605898
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Greenland Halibut (Reinhardtius Hippoglossoides)";66;"SSB - Greenland halibut (Reinhardtius hippoglossoides)";"Fish";"ICES";0.5;0.7283;0;2.11;0.65672049689441
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"27.14.b.2";"27.14.b.2";"Fish";"Commercial Fish";"Mackerel (Scomber Scombrus)";50;"SSB - Mackerel (Scomber scombrus)";"Fish";"ICES";2570000;3443926;0;8383104;0.660134895229812
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"All, Both";"";;"Abundance All, Both";"Birds";"OSPAR";0.75;0.48;0;1;0.384
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Grazing Feeders, Non-Breeding";"";;"Abundance grazing feeders, Non-breeding";"Birds";"OSPAR";0.75;0.5;0;1;0.4
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Breeding";"";;"Abundance surface feeders, Breeding";"Birds";"OSPAR";0.75;0.4;0;1;0.32
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Total, Breeding";"";;"Abundance total, Breeding";"Birds";"OSPAR";0.75;0.5;0;1;0.4
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Total, Non-Breeding";"";;"Abundance total, Non-breeding";"Birds";"OSPAR";0.75;0.47;0;1;0.376
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Water Column Feeders, Non-Breeding";"";;"Abundance water column feeders, Non-breeding";"Birds";"OSPAR";0.75;0.14;0;1;0.112
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Benthic Feeders, Non-Breeding";"";;"Bird Abundance benthic feeders, Non-breeding";"Birds";"OSPAR";0.75;0.6;0;1;0.48
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Non-Breeding";"";;"Bird Abundance surface feeders, Non-breeding";"Birds";"OSPAR";0.75;0.6;0;1;0.48
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Water Column Feeders, Breeding";"";;"Bird Abundance water column feeders, Breeding";"Birds";"OSPAR";0.75;0.57;0;1;0.456
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Black Guillemot";92;"Bird Breeding Success: Black Guillemot";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Breeding";"Black-Legged Kittiwake";110;"Bird Breeding Success: Black-legged kittiwake";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Brunnichs Guillemot";95;"Bird Breeding Success: Brunnichs guillemot";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Common Guillemot";94;"Bird Breeding Success: Common Guillemot";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"European Shag";140;"Bird Breeding Success: European shag";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Breeding";"Glaucous Gull";359;"Bird Breeding Success: Glaucous Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Breeding";"Great Black-Backed Gull";107;"Bird Breeding Success: Great Black-backed Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Great Cormorant";418;"Bird Breeding Success: Great Cormorant";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Breeding";"Great Skua";423;"Bird Breeding Success: Great Skua";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Breeding";"Herring Gull";102;"Bird Breeding Success: Herring Gull";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Breeding";"Lesser Black-Backed Gull";106;"Bird Breeding Success: Lesser black-backed Gull";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Little Auk";91;"Bird Breeding Success: Little Auk";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Surface Feeders, Breeding";"Northern Fulmar";144;"Bird Breeding Success: Northern Fulmar";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Northern Gannet";141;"Bird Breeding Success: Northern gannet";"Birds";"OSPAR";3;1;0;6;0.2
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Puffin";93;"Bird Breeding Success: Puffin";"Birds";"OSPAR";3;5;0;6;0.866666666666667
"NE Atlantic";"Iceland Sea";;"100kmE24N50";"Region I";"";"Birds";"Pelagic Feeders, Breeding";"Razorbill";90;"Bird Breeding Success: Razorbill";"Birds";"OSPAR";3;1;0;6;0.2
